"de","en"
"Günstig ist es natürlich, ein Verfahren einzusetzen, bei dem die Soll-Anstiegszeit und nachfolgend dann auch die Ist-Anstiegszeit möglichst kurz sind, da dann das Messintervall relativ lang ist.","Favorable, naturally, is to apply a method, in the case of which the desired rise time and, subsequently then, also the actual rise time are as short as possible, since, then, the measuring interval is relatively long."
"Somit ist trotz des direkten Einbremsens des Fahrers in den Hauptbremszylinder ein Bremsdruckaufbau in dem mindestens einen Bremskreis verlässlich verhinderbar/unterbindbar.","Thus, despite the direct braking of the master brake cylinder by the driver, a brake pressure buildup is reliably preventable/stoppable in the at least one brake circuit."
"Darüber hinaus kann im Ausgangskanal 11, vorzugsweise in der Nähe der Kammer 7, ein Rückschlagventil (hier nicht dargestellt) angeordnet sein, das bei einer kurzeitigen Druckumkehr, beispielsweise beim Abschalten der Pumpe oder zwischen den Spannungspulsen, einen Rückfluss des Fluids verhindert.","In addition, a check valve (not shown here) can be arranged in output channel 11, preferably in the vicinity of chamber 7 . This valve prevents the fluid from flowing back if the pressure is reversed for a short time, for example when the pump is switched off, or between voltage pulses."
"Fig.1 ein Axialschnitt einer ersten Ausführungsform der erfindungsgemäßen Radbaugruppe,","FIG. 1 is an axial section of a first embodiment of the wheel assembly according to the invention;"
"Alle erfindungsgemäßen Gruppen Y sind also durch eine geradkettige, unverzweigte Molekülstruktur gekennzeichnet, die bestens geeignet ist, als ""Abstandhalter"" zwischen den Gruppen X und Z zu wirken.","All inventive groups Y are thus characterized by a straight-chain, unbranched molecular structure, which is optimally suited to act as “spacer” between the groups X and Z."
"Geeignete Katalysatoren sind beispielsweise Brönsted-Säuren, Wolframate, Molybdate, Heterpolyverbindungen des Molybdäns oder Wolframs und insbesondere Molybdän- oder Wolframverbindungen wie beispielsweise Natriummolybdat oder Ammoniumwolframat.","Suitable catalysts are, for example, Brønsted acids, tungstates, molybdates, heterpoly compounds of molybdenum or tungsten and in particular molybdenum or tungsten compounds, for example sodium molybdate or ammonium tungstate."
"Wenn die Zentraleinheit 20 in Betrieb ist, entweder beim Durchlauf eines Programmschrittes oder im Wartezustand, oder das Mikroprogramm ist gerade gestoppt, dann werden die Daten des Schnittstellenregisters bei dem Befehl »AUSN« im Befehlsfeld durch das Mikroprogramm als ein Maschinenbefehl interpretiert. Bei der Ausführung solcher Befehle sind gewöhnlich Datenübertragungen zwischen dem Dienstprozessor 28 und dem Mikroprogramm notwendig. Der Ausnahmebefehl wird dazu benutzt, diese zusätzlichen Daten geradeso wie den ursprünglichen Befehl weiter zu geben.","If CPU 20 is operating, either in the RUN or WAIT state, or if the HMC is in the STOP state routine, the SI DATA of an SP EXCP command is interpreted by the HMC as a command. In the process of handling these commands to HMC, additional data transfers between SP 28 and HMC are typically necessary, and the SP EXCP command is used to pass this additional data, as well as the initial command."
"DE-A 1 670 720 offenbart die Herstellung von Uretdiongruppen aufweisenden aliphatischen Polyisocyanaten, wobei als Katalysatoren tertiäre Phosphine mit mindestens einem aliphatischen Substituenten sowie Bortrifluorid und seine Addukte eingesetzt werden.","DE-A 1 670 720 discloses the preparation of aliphatic polyisocyanates containing uretdione groups, in which the catalysts used are tertiary phosphines having at least one aliphatic substituent and also boron trifluoride and its adducts."
"Auf der Leiterplatte 10 ist ferner ein elektrischer Antrieb 12 für den Schlitten 4 angeordnet, der zugleich eine Flachführung für diesen darstellt.","Furthermore, an electrical drive 12 is arranged on the printed circuit board 10 for driving the slide 4 . The electrical drive 12 at the same time provides a guide for the slide 4 ."
"Vergleichsversuch 2925 g (4,5 mol) Polyoxytetramethylendiol mit M n = 649, 372 g (3,15 mol) Diethylcarbonat und 16,5 g (0,5 %) Tetraisopropylorthotitanat wurden wie in Beispiel 1a geschildert umgesetzt.","2,925 g (4.5 mol) of polyoxytetramethylenediol having Mn =649, 372 g (3.15 mol) of diethyl carbonate and 16.5 g (0.5%) of tetraisopropyl orthotitanate were reacted as described in Example 1a."
"Figur 2: Den Effekt der Überexpression von miR-92 auf die in vivo Angiogenese.","FIG. 2: Effect of the over-expression of miR-92 on angiogenesis in vivo."
"Arzneimittelabgabevorrichtung nach einem der Ansprüche 7-10, wobei der erste Sensorteil einen weiteren Kontaktabschnitt umfasst und der zweite Sensorteil eine weitere Kontaktstruktur (456) umfasst, die dazu ausgelegt ist, mit dem weiteren Kontaktabschnitt in Kontakt zu stehen, wobei der weitere Kontaktabschnitt und die weitere Kontaktstruktur einen Schalter bilden, wobei der Schalter zwischen einem ersten Zustand, in dem die weitere Kontaktstruktur nicht mit dem weiteren Kontaktabschnitt in Kontakt steht, und einem zweiten Zustand, in dem die weitere Kontaktstruktur mit dem weiteren Kontaktabschnitt in Kontakt steht, geschaltet werden kann.","A drug delivery device as in any of claims 7-10, wherein the first sensor part comprises a further contact segment and the second sensor part comprises a further contact structure (456) adapted to be in contact with further contact segment, the further contact segment and the further contact structure forming a switch, the switch being actuatable between a first state in which the further contact structure is not in contact with the further contact segment, and a second state in which the further contact structure is in contact with the further contact segment."
"Ferner wird eine bevorzugte Ausführungsform einer Trägervorrichtung beschrieben.","preferred embodiment of a support device is additionally described."
"Jedes Wangenteil kann im Wesentlichen flächig ausgebildet sein und bevorzugt eine rechteckige Grundform aufweisen.","Each cheek part can be substantially flat and can preferably have a rectangular basic shape."
"Die Stapelbasis 14 könnte auch einen fest montierten oder auswechselbaren Energiespeicher 174 an Bord haben, der z.B. die Bereitstellungseinrichtung 74 oder die Busleitungen 70a direkt mit elektrischer Energie versorgt.","The stack base 14 could also have a fixed or exchangeable energy store 174 on board, which directly supplies the provision device 74 with electric energy via the bus lines 70 a, for example."
"Formmasse zur Herstellung anorganischer Sintererzeugnisse","Molding composition for the production of inorganic sintered products"
"Bevorzugt werden die Antiblockmittel den Deckschichten zugesetzt.","The antiblocking agents are preferably added to the outer layers."
"Es ist bei diesem Andockprinzip aber möglich, daß durch nicht autorisierte Personen der teilweise oder ganz entleerte Frischtintenbehälter mit irgendeiner Tinte wieder aufgefüllt und in den Drucker eingesetzt wird.","However, with that docking principle, it is possible for partly or entirely emptied fresh ink containers to be refilled with any arbitrary ink by unauthorized persons and inserted into the printer."
"Zweckmäßige Bindemittel sind Polyacrylsäure, Polymethacrylsäure, Polyvinylpyrrolidon, Celluloseether, insbesondere Carboxyalkyl- und Hydroxyalkyl-Cellulose, Polyalkylenglykol, Polyvinylacetat, Polyvinylalkohol, Polyamine und wasserverdünnbare Alkydharze und Polyurethanharze.","Suitable binders are polyacrylic acid, polymethacrylic acid, polyvinylpyrrolidone, cellulose ethers, particularly carboxyalkyl and hydroxyalkyl cellulose, polyalkylene glycol, polyvinyl acetate, polyvinyl alcohol, polyamines and polyurethane resins and alkyd resins that can be diluted with water."
"Es versteht sich von selbst, daß der Signalgeber derart gestaltet ist, daß er einzelne, von der entweichenden Luft mitgerissene Tintentröpfchen nicht detektiert, sondern erst dann anspricht, wenn eine durchgehende Flüssigkeitssäule in der Leitung knapp oberhalb der Austrittsöffnungen der Düsenplatte ansteht.","It is understood that the signal emitter is constructed of the type, that it does not detect individual ink droplets which are carried along with the air stream, but rather gives a signal then, when the fluid passing through the space in the conduit is barely above the exit opening of the nozzle plate."
"Die anionischen Tenside einschließlich der Seifen können in Form ihrer Natrium-, Kalium- oder Magnesium- oder Ammoniumsalze vorliegen.","The anionic surfactants, including the soaps, can be present in the form of their sodium, potassium or magnesium or ammonium salts."
"Mit der gegebenen technischen Lehre ergibt sich also der Vorteil, dass ein hochempfindlicher Handsensor auch für die Erkennung von schwachleuchtenden Signets verwendet werden kann, der einen zuverlässigen Handbetrieb unter Einhaltung von Arbeitsschutzbestimmungen gewährleistet.","The given technical teaching thus results in the advantage that a highly sensitive handheld sensor can also be used for identification of weakly luminescent signets, and ensures reliable manual operation while complying with the safety at work regulations."
"Bevorzugt sind erfindungsgemäße Farbstoffmischungen, die aus einem oder zwei Farbstoffen der allgemeinen Formel I und einem Farbstoff der allgemeinen Formel II bestehen.","Preference is given to dye mixtures of the present invention which contain one or two dyes of the general formula I and a single dye of the general formula II."
"Durch die Aufnahme von zwei Durchleuchtungs- bzw. Röntgenbildern in wenigstens näherungsweise derselben Ebene kann es ermöglicht werden, eine Ähnlichkeit der Positionen der Röntgenquelle bei den Aufnahmen herzustellen.","By recording two radioscopic and/or x-ray images in at least approximately the same plane, it is possible to enable a similarity between the positions of the x-ray source during the recordings to be established."
"Eine erneute Einschaltung der Anzeige wird durch Betätigung der der ersten Programmziffer entsprechenden Taste eingeleitet.","Renewed actuation of the display is initiated by actuation of the key corresponding to the first programmer station number."
"Der Rückstand, der je nach Abtrennungsmethode, Filtertyp und gegebenenfals erfolgter Auswaschung verschiedene Mengen an Wasser enthält, wird erfindungsgemäß ohne Zwischentrocknung entweder direkt oder nach Verdünnen mit weiterem Wasser auf einen Wassergehalt von bis zu 80 Gewichtsprozent der Naßmahlung unterworfen.","The residue which, depending on the method of separation, the type of filter and the washing process, if any, may contain varying amounts of water, is according to the invention, subjected to wet milling, without intermediate drying, either directly or after dilution with additional water to a water content of up to 80 percent by weight."
"Im Unterschied zu der in den Figuren 1 und 2 dargestellten Ausführungsform eines medizinischen Hohlkörpers 1 weist der medizinische Hohlkörper 1 gemäß Figur 3 eine Kolbenstange 59 auf, die mit dem Kolben 5 verbunden ist.","In contrast to the exemplary embodiment of a medical hollow body 1 illustrated in the FIGS. 1 and 2, the medical hollow body according to FIG. 3 has a piston rod 59 which is connected to the piston 5 ."
"Flachfolientest: Der Flachfolientest hat zum Ziel, eine quantitative Aussage über die Ruß Verteilung und Rückverdünnungseigenschaften von Ruß/Kunststoff-Konzentraten zu vermitteln.","Flat film test: The flat film test has the aim of obtaining quantitative information on the carbon black distribution and redilution properties of carbon black/polymer concentrates."
"Aber auch leitfähige Kunststoffe können mit diesem Verfahren erfindungsgemäß überzogen werden.","However, conductive plastics can also be coated according to the invention by this process."
"Diese Flüssigkeit bildet bei Vermischung mit partikulärem Dibenzoylperoxid fließfähige Pasten, die auf Grund der Schmierwirkung des Miglyol® 812 sehr gut in Kartuschen mit kleinen Durchmessern bewegt werden können.","Upon mixing with particulate dibenzoyl peroxide, this liquid forms flowable pastes that can be moved particularly well in cartridges with small diameters due to the lubricating effect of the Miglyol® 812."
"Das bevorzugte Einsatzgebiet des erfindungsgemäßen Katalysators ist wegen seiner guten Säurestabilität, hohen Aktivität und geringen Vergiftbarkeit die kontinuierliche Härtung von aus der Fettspaltung gewonnenen Rohfettsäuren im Rieselbett.","Owing to the good acid resistance of the catalyst according to the invention, its high activity and its low tendency to be poisoned, its preferred field of application is the continuous hardening in a trickling bed of crude fatty acids obtained from the decomposition of fats."
"Zu Wartungszwecken, beispielsweise zum Austausch oder zur Reinigung des Filterelements 36, wird der Deckel 16 in axialer Richtung von dem Filtertopf 14 entfernt.","For maintenance purposes, for example for replacement or cleaning of the filter element 36, the cover 16 is removed from the filter bowl 14 in axial direction."
"Tabelle 1: Zusammenstellung der Ergebnisse der Polymerisationsversuche","Compilation of the results of the polymerization experiments Polymer"
"Das durch einen außergewöhnlich hohen Abscheidegrad von 99,9% für feinste Staubteilchen, z.B. Flugasche mit einem Durchmesser, der bei 50% der Teilchen unter 1,2 µm liegt, ausgezeichnete Diaphragma stellt ein quasi-Absolutfiltermedium dar, das in Verbindung mit dem sehr grobporigen Gefüge des Trägerkörpers eine Ablagerung von Feinststaub im Inneren des Gesamtfilterkörpers und damit eine bleibende Verstopfung verhindert.","The diaphragm which is distinguished by an extremely high degree of separation of 99.9% for ultrafine dust particles, for example, fly ash wherein 50% of the particles has a diameter of less than 1.2 microns, constitutes a quasi-absolute filter medium which in conjunction with the very coarse-pored structure of the support body prevents deposit of ultrafine dust and, consequently, long-term clogging in the interior of the total filter body."
"Wie bereits ausgeführt, ist der Stator 56 gehäusefest und damit unverdrehbar über zwei Lagerzapfen 102, 104 im Gehäuse gelagert. Auf dem Stator 56 lagert das erste Getrieberad 54.","As already explained, the stator 56 is fixedly mounted on the housing and therefore is mounted by means of two bearing journals 102, 104 in the housing so that it cannot be rotated."
"Die Warmluft wird in diesem Fall ebenfalls beispielsweise im Randbereich des Kondensors niederdruckseitig im Einlassbereich des seitlich angeordneten Kondensor Bypass zugemischt.","The hot air is mixed in the inlet area of the laterally positioned condenser-bypass, in-this case likewise, for example, in the edge area of the low-pressure side of the condenser."
"Das heißt, dass die Fahrkörbe 2 insbesondere sämtlich in die erste Fahrtrichtung 6 oder sämtlich in die zweite Fahrtrichtung 7 verfahren werden können.","This means that the elevator carriages 2 in particular can be moved all in the first direction of travel 6 or all in the second direction of travel 7 ."
"Diese Krümmung der Führungsbahn bewirkt für eine sich über diesen Abschnitt bewegende Rolle 14 eines Greifers eine sich beschleunigende Kreisbewegung der Rolle 14 und somit auch des zugeordneten Greifers 10 und insbesondere seiner Angriffsbacke 15, wobei die Kreisbewegung der Translationsbewegung (Pfeil A) der Kette 2 entgegengesetzt ist.","This curvature of the guiding path imparts an increasingly accelerated circular movement to a roller 14 of a gripper moving along this section, and thus also to the associated gripper 10 and in particular its engagement jaw 15, the circular movement counteracting the translational movement (arrow A) of chain 2 ."
"An dem radial außenliegenden Ende hat der zweite Anlageabschnitt die Form einer spitz zulaufenden Anlagelippe.","On the radially outer end, the second contact section has the form of a lip tapering to a point."
"Nachteilige Auswirkungen auf die Umwelt wegen zu hohem Treibstoffverbrauch oder erhöhtem Ausstoß von Schadstoffen können auf diese Weise vermieden werden.","Disadvantageous effects on the environment caused by excessive fuel consumption or increased emissions of harmful substances can thus be avoided."
"Der neue Behälter wird in den Untersatz 19ʹ eingeschoben, wobei die Hülse 37 die Folie 18 durchstösst.","The new container is pushed into the receptacle 19', thus causing the bushing 37 to pierce the foil 18."
"In besonders vorteilhafter Ausgestaltung kann jedoch vorgesehen sein, dass sich die Längsachse des Stifts oder Bolzens quer, vorzugsweise senkrecht, zu der Längsachse der Stütze und quer, vorzugsweise senkrecht, zu der ersten Richtung erstreckt.","However, in a particularly advantageous embodiment provision can be made for the longitudinal axis of the pin or bolt to extend transversely, preferably perpendicularly, to the longitudinal axis of the prop and transversely, preferably perpendicularly, to the first direction."
"Die Abdeckschicht 14 dient insbesondere dazu, ein vorzeitiges Entweichen bzw. Freisetzen des therapeutischen Mittels 5 aus den Hohlräumen 10, also vor dem Implantieren des Implantats 1, zu verhindern.","In particular, the cover layer 14 is further used for preventing a premature escape or release of the therapeutic agent 5 from the cavities 10, before implantation of the implant 1 ."
"Im Bereich des Primärdruckanschlusses la ist bei einer Funktionsverschraubung üblicherweise ein sogenannter Ringstutzen vorgesehen, der in der Figur 4 mit dem Bezugszeichen 18 schematisch dargestellt ist.","In the case of a functional screw fitting, a so-called ring fitting, which is shown diagrammatically in FIG. 4 with the reference sign 18, is generally provided in the region of the primary pressure connection 1 a ."
"Verwendung nach Anspruch 1, dadurch gekennzeichnet, dass die Mischung als Lösemittel Wasser oder rückstandsfrei verbrennende organische Lösemittel oder Gemische hiervon enthält.","The method according to claim 1, wherein the supporting paste comprises water or organic solvents burning without a residue or mixtures thereof as solvents."
"Durch Vergleich der beiden Intensitätskurven (z.B. zusammenfallende Extrempunkte A, B. C) kann die absolute Schichtdicke eindeutig bestimmt werden, obwohl die Ausgangsdicke der Schicht nur innerhalb eines bestimmten Bereichs bekannt ist.","The cyclic patterns of intensity change at the two wavelengths are compared to identify unambiguously the absolute thickness of the film, although the initial uncertainty in film thickness may have corresponded to several cycles of either wavelength pattern alone."
"Das induktive Rad 8, das im normalen Fahrbetrieb die Fahrbahn 1 nicht kontaktiert, kann bei einem in oder auf dem Fahrbahnbelag vorgesehenen, als Gitterinduktor 21 ausgeführten Bodeninduktor 5 vorübergehend auf die Fahrbahn 1 abgesenkt werden, so dass bei an das Stromnetz angeschlossenen ersten Induktionsspulen 4 über die an die Fahrbahn 1 gedrückte elastische, magnetisch leitfähige Bereifung 13 eine Energieübertragung zum Antriebsmotor oder zu den Akkumulatoren des Elektromobils 22 erfolgen kann.","The inductive wheel 8 which during normal travel does not touch the roadway 1 can be temporarily lowered onto the roadway 1 when a floor inductor 5 provided in or on the road pavement and configured as grid inductor 21 is involved so that an energy transmission to the drive motor or to the accumulators of the electric car 22 can be established when the first induction coils 4 are connected to the power grid and the elastic, magnetically conductive tires 13 are pressed against the roadway 1 ."
"Die weitere Bewegung des Bremshebels verursacht ein Rutschen des Klemmstückes des zweiten Freilaufes auf dem Betätigungselement.","Further displacement of the brake lever causes the clamping part of the second freewheel unit to slip on the actuating element."
"Die Dotierung der oxidischen Grundmassen kann durch an sich bekannte Verfahren, wie Imprägnieren, Tränken oder Ionenaustausch, erfolgen.","The oxidic base materials may be doped by processes known per se, such as impregnation or ion exchange."
"ein Polymer bildendes Harz darstellt;","represents a polymer-constituting resin;"
"Der Kollektor des TransistorsT4 ist mit beiden Emittern des ersten Differenzverstärkers VD1 verbunden.","The collector of the transistor T4 is connected with both emitters of the first differential amplifier VD1."
"Bei intrahepatischer Cholestase handelt es sich um eine Stauung in den Gallengängen.","In the case of intrahepatic cholestasis there is congestion in the bile ducts."
"Es hat sich als günstig erwiesen, wenn das zur Fertigung des keramischen Drehrohres eingesetzte thermische Pulverspritzverfahren ein Plasma-Pulverspritzverfahren ist.","It has turned out to be advantageous when the thermal powder spraying method used for producing the ceramic rotary tube is a plasma powder-spraying method."
"Somit können im Schritt des Überprüfens die zusammengehörigen Bildpositionen ermittelt werden, die dem gleichen Objekt in der Umgebung des Fahrzeugs entsprechen bzw. zugeordnet sind.","Consequently, in the step of checking, the image positions belonging together are able to be ascertained which correspond, or are assigned, to the same object in the surroundings of the vehicle."
"Die Erfindung betrifft ein Sitzmöbelelement o. dgl., insbesondere Polstermöbelelement, mit einer gekoppelten Rückenlehnen- und Sitzverstellung mit den Merkmalen des Oberbegriffs von Anspruch 1. Unter einem Sitzmöbelelement ist auch ein sitzfähiges Liegemöbel zu verstehen, z. B. eine Polsterliege mit hochstellbarem Rückenteil oder ein entsprechendes Krankenhausbett.","The invention relates to a seating furniture component or the like, especially an upholstered furniture component with coupled backrest and seat adjustment including such sittable reclining furniture as, for example, an upholstered recliner with height-adjustable back part, or a corresponding hospital bed."
"Beispiele sind Polyamine mit linearer oder verzweigter aliphatischer, cycloaliphatischer oder aromatischer Struktur und wenigstens zwei primären Aminogruppen.","Examples are polyamines with linear or branched aliphatic, cycloaliphatic or aromatic structure and at least two primary amino groups."
"Verfahren nach Anspruch 1 und 8, dadurch gekennzeichnet, daß die Betrachtungsebenen (2, 3, 4, 5) durch die Bearbeitungsebenen selbsttätig festgelegt werden, wobei bei mehrfacher Bearbeitung derselben Werkstückkontur in mehreren Bearbeitungsebenen ausschließlich die letzte Bearbeitungsebene die Betrachtungsebene festlegt.","The method of claim 8 wherein the viewing planes are automatically established by respective proposed processing planes corresponding to proposed processing of a workpiece, and wherein only the last proposed processing plane establishes the viewing plane in the event multiple processing of the same workpiece contour in several proposed processing planes is required."
"In eigenen Untersuchungen hat sich gezeigt, dass die erfindungsgemäß zu verwendenden Verbindungen der Formel (I) oder (II) in stark Natriumglutamat-reduzierten oder Natriumglutamat-freien Nahrungsmitteln, so zum Beispiel in würzigen Nahrungsmitteln wie Tomatensuppe, Hühnersuppe, Knabbergebäck, Fertigpizza, Kartoffelchips und Popcorn einen Umami-Geschmack sowohl im Anfangsgeschmack (Impact) als auch in der längeranhaltenden Geschmackswahrnehmung besonders gut erzeugen, modifizieren und/oder verstärken können und daher das Geschmackserlebnis als angenehm empfunden wird, in vielen Fällen sogar als bevorzugt gegenüber Natriumglutamat.","Our own studies have shown that compounds of formula (I) or (II) to be used according to the present invention can create, modify and/or enhance very well an Umami-taste, both in initial taste (Impact) and in the longer-persistent taste perception, in highly sodium glutamate-reduced or sodium glutamate-free foods, for example in spicy foods such as tomato soup, chicken soup, cookies, ready-to-use pizza, potato chips and popcorn. And therefore the taste experience is found pleasant in many cases even preferable to sodium glutamate."
"Alternativ dazu kann vorgesehen sein, dass der Parkvorgang automatisch durch das Steuergerät durchgeführt wird.","Alternatively, the parking operation may be carried out automatically by the controller."
"Fig.1 zeigt die erfindungsgemäße Vorrichtung an einer klapp- oder kippbaren Gehäusetür 30 in perspektivischer Ansicht in einer besonders bevorzugten Ausführungsform.","DETAILED DESCRIPTION FIG. 1 depicts in perspective view a hinged or tiltable casing door 30 ."
"VERFAHREN UND VORRICHTUNG ZUM VERBINDEN VON PROFILTEILEN","Method and device for connecting profile parts"
"Verfahren nach Anspruch 9, dadurch gekennzeichnet, daß die Reaktion bei Temperaturen von 60 bis 180°C durchgeführt wird.","The process as claimed in claim 9, wherein the reaction is carried out at temperatures of from 60 to 180° C."
"Diese beiden aufeinanderliegenden Erzeugnisse werden über die Führungsrampe 16 in den Übernahmebereich der Greifer 19 geschoben.","Both of these overlying printed products are pushed over the guide ramp 16 or equivalent structure into the transfer region of the grippers 19."
"eine perspektivische Ansicht eines erfindungsgemäßen Schalldämpfers aus Fig. 1;","FIG. 2 shows a perspective view of a sound absorber illustrated in FIG. 1;"
"Dadurch können die Nockenelemente besonders vorteilhaft geschaltet werden und die Kraftfahrzeugventiltriebverstellvorrichtung besonders variabel gestaltet werden.","The cam elements may thus be switched in a particularly advantageous manner, and the device for adjusting a motor vehicle valve train may have a particularly variable design."
"Wenn man in dieser Verfahrensstufe Verbindungen der Formel IIa einsetzt, erhält man Verbindungen der Formel IIIa","In this process step, if compounds of formula IIa are used, compounds of formula IIIa are obtained"
"Dieses ist gewünscht, damit der von dem HC-Injektor 14 ausgebildete Sprühkegel beim Einspritzen von Kraftstoff von dem zuströmenden Abgasstrom weitestgehend unbeeinflusst ist.","This is desirable to avoid disrupting the spray cone formed by the HC injector 14 as it injects fuel with the inflowing exhaust-gas flow."
"Das Beispiel 1 wird wiederholt mit dem Unterschied, dass das Reaktionsgemisch nach der Zugabe der Dimethylformamid-Lösung des 4-Nitrotoluol-2-sulfonsäure-natriumsalzes nur 3 Stunden anstatt 5 Stunden bei 0 bis 5°C unter Einleiten von 5 I/Std. trockener Luft weitergerührt wird.","Example 1 is repeated except that, after the addition of the dimethylformamide solution of sodium 4-nitrotoluene-2-sulfonate, the reaction mixture is stirred for only a further 3 hours instead of for a further 5 hours, at 0° to 5° C., whilst passing in dry air at a rate of 5 l/hour."
"Insbesondere kann durch die rotatorische Pumpenströmung das Heizelement auch außen umspült werden.","In particular, the rotary pump flow also enables the stream to pass over the outside of the heating element."
"Das obere Ende des Speicherbehälters besitzt eine Deckfläche mit einem Einlassventil.","The upper end of the reservoir has a cover with an intake valve."
"Der Konverter kann dabei im vorstehend beschriebenen Verfahren verwendet werden.","The converter can be used in the process described above."
"Eine andere Ausführungsform ist, dass vor dem Speicherbereich der zu löschenden ersten Funktion sich bereits ein freier Speicherbereich befindet.","further embodiment provides that there already is a free memory region before the memory region of the first function to be deleted."
"Bleichsysteme, bestehend aus Bleichmitteln, z. B. Perborat oder Percarbonat, plus Bleichaktivatoren, z. B. Tetraacetylethylendiamin, plus Bleichstabilisatoren, Parfüm,","bleaching systems composed of bleaches such as perborate or percarbonate plus bleaching activators, such as tetraacetylethylenediamine plus bleach stabilizers;"
"Die Alkoxymethylenmalonester der Formel (XII) sind allgemein bekannte Verbindungen der organischen Chemie.","The alkoxymethylenemalonic acid esters of the formula (XII) are generally known compounds of organic chemistry."
"Aufgrund der gegebenen Abmessungen solcher Presszangen hat sich in der Praxis gezeigt, dass die Handhabung bei engen Raumverhältnissen, insbesondere bei der Herstellung von Rohrleitungen für Hausinstallationen, umständlich und bei vormontierten Flttingen in Wand- oder Bodennähe oft gar nicht möglich ist.","Owing to the given dimensions of such jointing clamps, it has been found in practice that the handling is inconvenient where space is limited, in particular in the production of pipelines for household installations, and is often not possible at all in the case of preinstalled fittings close to the wall or close to the floor."
"2 gezeigt, über eine gemeinsame Datenleitung 13.","2, via a common data line 13 ."
"Figur 7 eine weitere, beispielhafte Verfahrensvariante zur Verankerung eines Verbindungselementes, das zur Befestigung weiterer Teile ein Innengewinde aufweist;","FIG. 7 is a sectional side elevation of a method for anchoring a joining element which has an internal thread for attaching further parts; and"
"Es handelt sich dabei um die Extraktion aus den Peyer'schen Drüsen teilhepatektomierter Versuchtstiere.","Involved here is extraction from the Peyer's glands of partially hepatectomized experimental animals."
"In der Streufeldgegenspule wird im Betrieb der Magnetresonanzvorrichtung 2 ein zu der Primärspule entgegengerichtetes Magnetfeld erzeugt, so dass zwischen der Primärspule und der Streufeldgegenspule ein Niedermagnetfeldbereich 26 entsteht.","During operation of the magnetic resonance apparatus 2 a magnetic field counter to the primary coil is generated in the stray field counter coil, so that a low magnetic field region 26 results between the primary coil and the stray field counter coil."
"In besonders vorteilhafter Ausgestaltung der Erfindung ist vorgesehen, dass der Deckel n + x Löcher aufweist, wobei n die Anzahl der Reaktionsräume mit n ≥ 3 und x die Anzahl der Reihen mit x ≥ 1 ist.","In a particularly advantageous configuration of the invention, it is provided that the lid has n+x holes, wherein n is the number of the reaction spaces, with n≧3 and x is the number of rows, with x≧1."
"Die Mittel gemäß dieser Schrift zeichnen sich durch Expansionsraten von bis zu 1000% aus.","The agents according to this specification are characterized by expansion rates of up to 1000%."
"Die Folie enthält als unterste Lage eine harte Trägerschicht z.","The undermost layer of the film comprises a hard backing layer, e.g."
"Durch den Verzicht auf eine Führung durch den Kegelstumpf und ausschließliche Nutzung der Zylinderfläche als Führungsfläche lässt sich der Fertigungs- und Kontrollaufwand verringern.","The production and control effort can be reduced by avoiding guidance by the truncated cone and exclusive use of the cylindrical surface as the guide surface."
"Zum schnellen und sicheren Auffassen des zunächst nur punktförmigen Lenkflugkörpers (12) vor dem Clutter-Hintergrund wird die Trackingkamera gewissermaßen stroboskopisch auf die pulsierenden Reflexe des Abwehrstrahles (16) am Flugkörper (12) aufgetastet.","For quickly and reliably detecting the guided missile (12) which is initially only in the form of a point, against the clutter background, the tracking camera is so-to-speak scanned stroboscopically on to the pulsating reflections of the defence beam (16) at the missile (12)."
"Die Fertigung von Faservorformlingen mittels des TFP- Verfahrens erfolgt auf üblichen CNC-gesteuerten Näh- bzw. Stickautomaten, die beispielsweise auch in der Textilindustrie Verwendung finden.","The production of fiber preforms by means of the TFP process is performed on customary CNC-controlled automatic sewing and embroidering machines, which are also used, for example, in the textile industry."
"Aufgrund der optischen Eigenschaften der Konversionsplatte 4 wird die vorgesehene Homogenisierung des ausgesandten Lichtstrahls bewirkt.","The intended homogenization of the emitted light beam is a result of the optical properties of the conversion plate 4 ."
"Wird die Spannung an den Spulen 7 bzw.","If the power is disconnected from coil 7 or 7 ."
"Diese kann mit dem Querträger verschraubt werden.","This can be screwed to the crossmember."
"Die Ausführungsform kann weiter verbessert werden, indem die Steuereinheit und die Lenkeinrichtung ausgebildet sind, um das Windangriffselement in der senkrecht zum Zugseil liegenden Flugebene auf einem Kreis oder auf einem in horizontaler oder senkrechter Richtung liegenden Oval zu bewegen, wobei die Steuereinheit ausgebildet ist, um das Zugseil während einem oder beiden in horizontaler Richtung seitlichen Flugbahnabschnitten bzw. bei senkrechter Ovalerstreckung am höchsten Flugbahnabschnitt einzuholen und während der diese Flugbahnabschnitte verbindenden Flugbahnabschnitte zu fieren.","The embodiment can be further improved if the control unit and the steering mechanism are configured to move the wind-engaging member in the flight plane perpendicular to the load cable along a circle or along a horizontal or perpendicular oval shape, said control unit being configured to haul in the load cable when the wind-engaging member is located in one or either of the horizontally lateral flight path sections, or during the upper flight path section, and to veer out the load cable during the flight path sections connecting said flight path sections."
